1, 1, 106 
1, 2, 158 
1, 3, 205 
1, 4, 209 
1, 5, 237 
1, 6, 292 
1, 7, 355 
1, 8, 435 
1, 9, 364 
1, 10, 439 
1, 11, 480 
1, 12, 627 
1, 13, 462 
1, 14, 548 
1, 15, 802 
1, 16, 635 
2, 1, 111 
2, 2, 150 
2, 3, 314 
2, 4, 213 
2, 5, 272 
2, 6, 351 
2, 7, 301 
2, 8, 331 
2, 9, 381 
2, 10, 515 
2, 11, 579 
2, 12, 559 
2, 13, 453 
2, 14, 646 
2, 15, 717 
2, 16, 607 
4, 1, 81 
4, 2, 172 
4, 3, 158 
4, 4, 203 
4, 5, 202 
4, 6, 315 
4, 7, 304 
4, 8, 370 
4, 9, 377 
4, 10, 457 
4, 11, 517 
4, 12, 528 
4, 13, 542 
4, 14, 488 
4, 15, 646 
4, 16, 752 
8, 1, 78 
8, 2, 138 
8, 3, 191 
8, 4, 202 
8, 5, 205 
8, 6, 298 
8, 7, 298 
8, 8, 332 
8, 9, 421 
8, 10, 422 
8, 11, 587 
8, 12, 508 
8, 13, 517 
8, 14, 614 
8, 15, 637 
8, 16, 668 
16, 1, 87 
16, 2, 179 
16, 3, 190 
16, 4, 226 
16, 5, 502 
16, 6, 280 
16, 7, 305 
16, 8, 390 
16, 9, 415 
16, 10, 397 
16, 11, 505 
16, 12, 510 
16, 13, 585 
16, 14, 574 
16, 15, 743 
16, 16, 701 
32, 1, 122 
32, 2, 152 
32, 3, 203 
32, 4, 230 
32, 5, 260 
32, 6, 237 
32, 7, 424 
32, 8, 454 
32, 9, 461 
32, 10, 380 
32, 11, 433 
32, 12, 453 
32, 13, 573 
32, 14, 631 
32, 15, 598 
32, 16, 575 
64, 1, 95 
64, 2, 243 
64, 3, 174 
64, 4, 317 
64, 5, 286 
64, 6, 362 
64, 7, 318 
64, 8, 391 
64, 9, 369 
64, 10, 435 
64, 11, 498 
64, 12, 557 
64, 13, 701 
64, 14, 655 
64, 15, 635 
64, 16, 604 
128, 1, 127 
128, 2, 160 
128, 3, 469 
128, 4, 181 
128, 5, 258 
128, 6, 529 
128, 7, 479 
128, 8, 703 
128, 9, 649 
128, 10, 465 
128, 11, 427 
128, 12, 553 
128, 13, 613 
128, 14, 555 
128, 15, 785 
128, 16, 691 
256, 1, 80 
256, 2, 347 
256, 3, 206 
256, 4, 228 
256, 5, 270 
256, 6, 278 
256, 7, 317 
256, 8, 422 
256, 9, 413 
256, 10, 469 
256, 11, 472 
256, 12, 597 
256, 13, 612 
256, 14, 532 
256, 15, 682 
256, 16, 837 
512, 1, 94 
512, 2, 240 
512, 3, 177 
512, 4, 245 
512, 5, 243 
512, 6, 286 
512, 7, 309 
512, 8, 429 
512, 9, 506 
512, 10, 491 
512, 11, 716 
512, 12, 405 
512, 13, 619 
512, 14, 643 
512, 15, 941 
512, 16, 745 
1024, 1, 142 
1024, 2, 180 
1024, 3, 195 
1024, 4, 240 
1024, 5, 270 
1024, 6, 281 
1024, 7, 382 
1024, 8, 371 
1024, 9, 450 
1024, 10, 451 
1024, 11, 516 
1024, 12, 661 
1024, 13, 683 
1024, 14, 726 
1024, 15, 716 
1024, 16, 769 
2048, 1, 123 
2048, 2, 243 
2048, 3, 166 
2048, 4, 238 
2048, 5, 284 
2048, 6, 945 
2048, 7, 363 
2048, 8, 514 
2048, 9, 681 
2048, 10, 503 
2048, 11, 500 
2048, 12, 517 
2048, 13, 576 
2048, 14, 767 
2048, 15, 1031 
2048, 16, 754 
4096, 1, 143 
4096, 2, 164 
4096, 3, 190 
4096, 4, 249 
4096, 5, 293 
4096, 6, 389 
4096, 7, 335 
4096, 8, 429 
4096, 9, 387 
4096, 10, 450 
4096, 11, 577 
4096, 12, 542 
